pmid,title,authors,journal,year,doi,abstract,sources,europepmc_id,openalex_id,scopus_id,cited_by_count,citations_per_year,sample_rank
39522948,Preoperative Neurofilament Light Associated With Postoperative Delirium in Hip Fracture Repair Patients Without Dementia.,Umoh Mfon E; Yan Haijuan; Leoutsakos Jeannie-Marie; Lewis Alexandria; Marcantonio Edward R; Lyketsos Constantine G; Inouye Sharon K; Moghekar Abhay; Neufeld Karin J; Rosenberg Paul B; Sieber Frederick; Oh Esther S,Journal of the Academy of Consultation-Liaison Psychiatry,2025,10.1016/j.jaclp.2024.10.002,"BACKGROUND: Delirium commonly occurs in older adults following surgery; although its pathophysiology is not fully understood, underlying neurodegeneration is a risk factor. OBJECTIVE: Examine the association of preoperative levels of markers of neuronal damage, neurofilament light (NfL) and phosphorylated tau (p-tau)181, with postoperative delirium. METHODS: Preoperative cerebrospinal fluid (CSF) and plasma were obtained from 158 patients undergoing hip fracture repair and enrolled in the clinical trial ""A STrategy to Reduce the Incidence of Postoperative Delirium in Elderly Patients."" Delirium diagnosis was adjudicated by a consensus panel. The association of plasma and CSF NfL and p-tau181 levels with delirium incidence and severity were examined for the overall cohort and for a subgroup (n = 134) of patients without dementia. RESULTS: Patients who developed delirium were older, had lower Mini-Mental State Exam score, higher Clinical Dementia Rating and Geriatric Depression Scale scores at baseline; the overall incidence of delirium was 37.6% and 31.1% for the subgroup without dementia. Plasma and CSF p-tau181 levels were not associated with delirium incidence or severity. CSF NfL levels were significantly associated with delirium severity, but not with incidence in the overall cohort. In the subgroup of patients without dementia, CSF NfL levels were significantly associated with increased odds of delirium incidence (odds ratio 4.74, 95% confidence level 1.21-18.59, P = 0.03) adjusted for age, sex, and Clinical Dementia Rating. CONCLUSIONS: CSF NfL was significantly associated with delirium incidence and severity in patients without dementia undergoing hip fracture repair. Results confirm prior studies suggesting NfL as an important marker of delirium risk and supports an association between pre-existing axonal injury and delirium. These results highlight delirium vulnerability in older hip fracture patients, even when clinical dementia is not identified.",Europe PMC; PubMed; Scopus,PMC12123679,,85211333754,5,2.5,98
39668215,Eleven clinical trials that will shape medicine in 2025,Webster P.; Healey N.,Nature Medicine,2024,10.1038/s41591-024-03383-y,"Nature Medicine asks leading researchers to name their top clinical trial for 2025, from gene therapies for prion disease and sickle-cell disease to digital tools for cancer and mental health.",Scopus,,,85211920098,5,1.7,99
38284409,CYP2D6 Phenotype Influences Pharmacokinetic Parameters of Venlafaxine: Results from a Population Pharmacokinetic Model in Older Adults with Depression.,Men Xiaoyu; Taylor Zachary L; Marshe Victoria S; Blumberger Daniel M; Karp Jordan F; Kennedy James L; Lenze Eric J; Reynolds Charles F; Stefan Cristiana; Mulsant Benoit H; Ramsey Laura B; Müller Daniel J,Clinical pharmacology and therapeutics,2024,10.1002/cpt.3162,"In this study, we aimed to improve upon a published population pharmacokinetic (PK) model for venlafaxine (VEN) in the treatment of depression in older adults, then investigate whether CYP2D6 metabolizer status affected model-estimated PK parameters of VEN and its active metabolite O-desmethylvenlafaxine. The model included 325 participants from a clinical trial in which older adults with depression were treated with open-label VEN (maximum 300 mg/day) for 12 weeks and plasma levels of VEN and O-desmethylvenlafaxine were assessed at weeks 4 and 12. We fitted a nonlinear mixed-effect PK model using NONMEM to estimate PK parameters for VEN and O-desmethylvenlafaxine adjusted for CYP2D6 metabolizer status and age. At both lower doses (up to 150 mg/day) and higher doses (up to 300 mg/day), CYP2D6 metabolizers impacted PK model-estimated VEN clearance, VEN exposure, and active moiety (VEN + O-desmethylvenlafaxine) exposure. Specifically, compared with CYP2D6 normal metabolizers, (i) CYP2D6 ultra-rapid metabolizers had higher VEN clearance; (ii) CYP2D6 intermediate metabolizers had lower VEN clearance; (iii) CYP2D6 poor metabolizers had lower VEN clearance, higher VEN exposure, and higher active moiety exposure. Overall, our study showed that including a pharmacogenetic factor in a population PK model could increase model fit, and this improved model demonstrated how CYP2D6 metabolizer status affected VEN-related PK parameters, highlighting the importance of genetic factors in personalized medicine.",Europe PMC; PubMed; Scopus,38284409,,85183609823,5,1.7,100
39389438,3D-optical motion capturing examination of sensori- and psychomotor abnormalities in mental disorders: Progress and perspectives,Altinok D.C.A.; Ohl K.; Volkmer S.; Brandt G.A.; Fritze S.; Hirjak D.,Neuroscience and Biobehavioral Reviews,2024,10.1016/j.neubiorev.2024.105917,"Sensori-/psychomotor abnormalities refer to a wide range of disturbances in individual motor, affective and behavioral functions that are often observed in mental disorders. However, many of these studies have mainly used clinical rating scales, which can be potentially confounded by observer bias and are not able to detect subtle sensori-/psychomotor abnormalities. Yet, an innovative three-dimensional (3D) optical motion capturing technology (MoCap) can provide more objective and quantifiable data about movements and posture in psychiatric patients. To draw attention to recent rapid progress in the field, we performed a systematic review using PubMed, Medline, Embase, and Web of Science until May 01st 2024. We included 55 studies in the qualitative analysis and gait was the most examined movement. The identified studies suggested that sensori-/psychomotor abnormalities in neurodevelopmental, mood, schizophrenia spectrum and neurocognitive disorders are associated with alterations in spatiotemporal parameters (speed, step width, length and height; stance time, swing time, double limb support time, phases duration, adjusting sway, acceleration, etc.) during various movements such as walking, running, upper body, hand and head movements. Some studies highlighted the advantages of 3D optical MoCap systems over traditional rating scales and measurements such as actigraphy and ultrasound gait analyses. 3D optical MoCap systems are susceptible to detecting differences not only between patients with mental disorders and healthy persons but also among at-risk individuals exhibiting subtle sensori-/psychomotor abnormalities. Overall, 3D optical MoCap systems hold promise for objectively examining sensori-/psychomotor abnormalities, making them valuable tools for use in future clinical trials.",Scopus,,,85206094139,5,1.7,101
38348362,An integrated precision medicine approach in major depressive disorder: a study protocol to create a new algorithm for the prediction of treatment response.,Baune Bernhard T; Minelli Alessandra; Carpiniello Bernardo; Contu Martina; Domínguez Barragán Jorge; Donlo Chus; Ferensztajn-Rochowiak Ewa; Glaser Rosa; Kelch Britta; Kobelska Paulina; Kolasa Grzegorz; Kopeć Dobrochna; Martínez de Lagrán Cabredo María; Martini Paolo; Mayer Miguel-Angel; Menesello Valentina; Paribello Pasquale; Perera Bel Júlia; Perusi Giulia; Pinna Federica; Pinna Marco; Pisanu Claudia; Sierra Cesar; Stonner Inga; Wahner Viktor T H; Xicota Laura; Zang Johannes C S; Gennarelli Massimo; Manchia Mirko; Squassina Alessio; Potier Marie-Claude; Rybakowski Filip; Sanz Ferran; Dierssen Mara,Frontiers in psychiatry,2023,10.3389/fpsyt.2023.1279688,"Major depressive disorder (MDD) is the most common psychiatric disease worldwide with a huge socio-economic impact. Pharmacotherapy represents the most common option among the first-line treatment choice; however, only about one third of patients respond to the first trial and about 30% are classified as treatment-resistant depression (TRD). TRD is associated with specific clinical features and genetic/gene expression signatures. To date, single sets of markers have shown limited power in response prediction. Here we describe the methodology of the PROMPT project that aims at the development of a precision medicine algorithm that would help early detection of non-responder patients, who might be more prone to later develop TRD. To address this, the project will be organized in 2 phases. Phase 1 will involve 300 patients with MDD already recruited, comprising 150 TRD and 150 responders, considered as extremes phenotypes of response. A deep clinical stratification will be performed for all patients; moreover, a genomic, transcriptomic and miRNomic profiling will be conducted. The data generated will be exploited to develop an innovative algorithm integrating clinical, omics and sex-related data, in order to predict treatment response and TRD development. In phase 2, a new naturalistic cohort of 300 MDD patients will be recruited to assess, under real-world conditions, the capability of the algorithm to correctly predict the treatment outcomes. Moreover, in this phase we will investigate shared decision making (SDM) in the context of pharmacogenetic testing and evaluate various needs and perspectives of different stakeholders toward the use of predictive tools for MDD treatment to foster active participation and patients' empowerment. This project represents a proof-of-concept study. The obtained results will provide information about the feasibility and usefulness of the proposed approach, with the perspective of designing future clinical trials in which algorithms could be tested as a predictive tool to drive decision making by clinicians, enabling a better prevention and management of MDD resistance.",PubMed; Scopus,,,85185292949,5,1.2,102
37543081,Dosages of Nutrient Supplements and Potential Long-Term Toxicity in Attention-Deficit/Hyperactivity Disorder Micronutrient Study.,Elmrayed Seham,Journal of the American Academy of Child and Adolescent Psychiatry,2023,10.1016/j.jaac.2023.01.027,"We read with interest the article by Johnstone et al.1 reporting their vitamin-mineral randomized trial that found that children with attention-deficit/hyperactivity disorder (ADHD) showed global benefit over placebo by blinded clinician rating, but not by parent-report CASI-5 composite rating in a population with ADHD and irritability. Because some of the mineral dosing was in potentially toxic ranges, we sought to examine the trial findings. Given that the producing company is promoting their supplement for long-term use,2 the scientific and consumer communities might value some additional information about potential toxicity from long-term dosing.",Europe PMC; PubMed; Scopus,37543081,,85171978169,4,1.0,103
32533819,Lisdexamfetamine Alters BOLD-fMRI Activations Induced by Odor Cues in Impulsive Children.,Tobón S.S.H.; Suárez P.D.; Pérez E.B.; López J.M.H.; García J.; Alonso B.d.C.,CNS and Neurological Disorders Drug Targets,2020,10.2174/1871527319666200613222502,"Introduction: Lisdexamfetamine (LDX) is a drug used to treat ADHD/impulsive patients. Impulsivity is known to affect inhibitory, emotional and cognitive function. On the other hand, smell and odor processing are known to be affected by neurological disorders, as they are modulators of ad-dictive and impulsive behaviors specifically. We hypothesize that, after LDX ingestion, inhibitory pathways of the brain would change, and complementary behavioral regulation mechanisms would appear to regulate decision-making and impulsivity. Methods: 20 children were studied in an aleatory crossover study. Imaging of BOLD-fMRI activity, elicited by olfactory stimulation in impulsive children, was performed after either LDX or placebo in-gestion. Results: Findings showed that all subjects who underwent odor stimulation presented activations of similar intensities in the olfactory centers of the brain. This contrasted with inhibitory regions of the brain such as the cingulate cortex and frontal lobe regions, which demonstrated changed activity pat-terns and intensities. While some differences between the placebo and medicated states were found in motor areas, precuneus, cuneus, calcarine, supramarginal, cerebellum and posterior cingulate cortex, the main changes were found in frontal, temporal and parietal cortices. When comparing olfactory cues separately, pleasant food smells like chocolate seemed not to present large differences between the medicated and placebo scenarios, when compared to non-food-related smells. Conclusion: It was demonstrated that LDX, first, altered the inhibitory pathways of the brain, second-ly it increased activity in several brain regions which were not activated by smell in drug-naïve pa-tients, and thirdly, it facilitated a complementary behavioral regulation mechanism, run by the cerebel-lum, which regulated decision-making and impulsivity in motor and frontal structures.",Europe PMC; Scopus,32533819,,85090918427,3,0.4,104
38632918,Examining the mental health impacts of climate change on young people in Canada: a national cross-sectional survey.,Aylward Breanne; Cunsolo Ashlee; Clayton Susan; Minor Kelton; Cooper Madison; Chatwood Susan; Harper Sherilee,The Lancet. Planetary health,2024,10.1016/s2542-5196(24)00068-8,"BACKGROUND: Climate change poses a substantial threat to the mental wellbeing of young people. Population-level research is urgently needed to help inform policies and interventions to ensure that young people are not burdened by long-term mental health impacts from climate change. We sought to identify the prevalence, distribution, and factors associated with climate change-related mental and emotional health outcomes among young people (aged 13-34 years) in Canada. METHODS: This study is part of a larger cross-sectional survey, which examined mental and emotional health responses to climate change among individuals aged 13 years or older from across Canada. We used a multi-stage, multi-stratified random probability sampling procedure. Participants were randomly recruited through either an addressed letter or a telephone call. Online and telephone questionnaires were used to interview individuals in English, French, or Inuktitut between April 1, 2022, and March 31, 2023. Data were weighted by age and province using population estimates from Statistics Canada and analysed using descriptive statistics, factor analyses, and multivariable regression analyses. FINDINGS: The full survey included 2476 participants, with a subgroup of 409 young people. Of the 401 respondents who provided their gender identity, 215 (54%) identified as cisgender women, 167 (42%) identified as cisgender men, and 19 (5%) identified as non-binary. Preliminary results suggest that young people in Canada experience a wide range of climate-related emotional and mental health outcomes. More than 70% of respondents in the young people subgroup reported having at least mild levels of sadness, anger, worry, anxiety, concern, helplessness, hopelessness, or powerlessness related to climate change. The severity of climate-related emotional responses differed by gender, with non-binary respondents and cisgender women reporting higher average levels of distress than cisgender men. Regional differences were also observed, with northern regions and urban locations reporting more severe reactions. INTERPRETATION: This study builds on the understanding of the burden of climate change on the mental health of young people. If unaddressed, the impact of this burden could have long-standing and wide-reaching public health and related socioeconomic effects. FUNDING: Canadian Institutes of Health Research, ArcticNet, Social Sciences and Humanities Research Council Doctoral Fellowship, Izaak Walton Killam Memorial Scholarship, and Alberta Innovates Graduate Student Scholarship.",Europe PMC; PubMed; Scopus,38632918,,85190849601,3,1.0,105
36925892,"""There is always a waitlist"": The experiences of perinatal women randomized to a waitlist condition in a trial evaluating a novel online self-directed intervention for perinatal anxiety.",Kristjanson A.J.; Hardman M.P.; Penner K.E.; Gornik M.E.; Pryor T.A.M.; Petty S.K.; Alcolado G.M.; Furer P.; Reynolds K.A.,Frontiers in Health Services,2022,10.3389/frhs.2022.957368,"Background: Pregnant and postpartum women are at a heightened risk for the development or worsening of mental health problems, with elevated rates of mood and anxiety disorders noted across studies. Timely access to mental health supports is critical during the perinatal period (spanning pregnancy to 1 year postpartum), to mitigate potential negative impacts on mother and child. In general adult populations, a small body of research has highlighted the association between being waitlisted for mental health services with a deterioration in mental health. Given the influx of changes experienced in the perinatal period, this population may face unique challenges around being waitlisted. There is a lack of research exploring the experiences of perinatal women waitlisted for psychological services. The current study seeks to understand the experiences of perinatal women randomized to the waitlist condition of a randomized controlled trial. Methods: N = 20 participants (4 pregnant, 16 postpartum) from Central Canada who were enrolled in a novel online self-directed intervention for perinatal anxiety completed a virtual qualitative interview concerning their experience during the 6-week waitlist period for this randomized controlled trial. Interviews were audio-recorded, transcribed, and analyzed according to reflexive thematic analysis. Results: Seven main themes were identified, depicting the waitlist experiences of perinatal participants: (a) “There is always a waitlist” (sub-themes: service availability, need to seek out services pre-emptively); (b) Timing of support access is vital during the perinatal period (sub-themes: prenatal, postpartum); (c) Responses to being waitlisted (sub-themes: disappointment, neutral, relief, “there's probably somebody that needs it more than I do”); (d) Identification of helpful supports during the waitlist period (sub-themes: formal supports, informal supports); (e) Connections with research team (sub-themes: communication, resource provision); (f) Impact of waitlist experience on desire to start program (sub-themes: excitement, “out of sight, out of mind,” nervousness); and (g) Improving the waitlist experience (sub-themes: communication, resource provision, triaging). Discussion: Findings highlight the need for timely access to mental health supports during the perinatal period and offer several recommendations for improving the waitlist experience, including providing more frequent waitlist status updates, providing more direct access to intermediate interventions, and triaging patients based on clinical need.",Europe PMC; Scopus,PMC10012752,,85183625119,3,0.6,106
37815094,Different intensities of glycaemic control for women with gestational diabetes mellitus.,Hofer Olivia J; Martis Ruth; Alsweiler Jane; Crowther Caroline A,The Cochrane database of systematic reviews,2023,10.1002/14651858.cd011624.pub3,"BACKGROUND: Gestational diabetes mellitus (GDM) has major short- and long-term implications for both the mother and her baby. GDM is defined as a carbohydrate intolerance resulting in hyperglycaemia or any degree of glucose intolerance with onset or first recognition during pregnancy from 24 weeks' gestation onwards and which resolves following the birth of the baby. Rates for GDM can be as high as 25% depending on the population and diagnostic criteria used, and overall rates are increasing globally. There is wide variation internationally in glycaemic treatment target recommendations for women with GDM that are based on consensus rather than high-quality trials. OBJECTIVES: To assess the effect of different intensities of glycaemic control in pregnant women with GDM on maternal and infant health outcomes. SEARCH METHODS: We searched the Cochrane Pregnancy and Childbirth Group's Trials Register, ClinicalTrials.gov, the World Health Organization International Clinical Trials Registry Platform (26 September 2022), and reference lists of the retrieved studies. SELECTION CRITERIA: We included randomised controlled trials (RCTs), cluster-RCTs, and quasi-RCTs. Trials were eligible for inclusion if women were diagnosed with GDM during pregnancy and the trial compared tighter and less-tight glycaemic targets during management. We defined tighter glycaemic targets as lower numerical glycaemic concentrations, and less-tight glycaemic targets as higher numerical glycaemic concentrations. DATA COLLECTION AND ANALYSIS: We used standard Cochrane methods for carrying out data collection, assessing risk of bias, and analysing results. Two review authors independently assessed trial eligibility for inclusion, evaluated risk of bias, and extracted data for the four included studies. We assessed the certainty of evidence for selected outcomes using the GRADE approach. Primary maternal outcomes included hypertensive disorders of pregnancy and subsequent development of type 2 diabetes. Primary infant outcomes included perinatal mortality, large-for-gestational-age, composite of mortality or serious morbidity, and neurosensory disability. MAIN RESULTS: This was an update of a previous review completed in 2016. We included four RCTs (reporting on 1731 women) that compared a tighter glycaemic control with less-tight glycaemic control in women diagnosed with GDM. Three studies were parallel RCTs, and one study was a stepped-wedged cluster-RCT. The trials took place in Canada, New Zealand, Russia, and the USA. We judged the overall risk of bias to be unclear. Two trials were only published in abstract form. Tight glycaemic targets used in the trials ranged between ≤ 5.0 and 5.1 mmol/L for fasting plasma glucose and ≤ 6.7 and 7.4 mmol/L postprandial. Less-tight targets for glycaemic control used in the included trials ranged between < 5.3 and 5.8 mmol/L for fasting plasma glucose and < 7.8 and 8.0 mmol/L postprandial. For the maternal outcomes, compared with less-tight glycaemic control, the evidence suggests a possible increase in hypertensive disorders of pregnancy with tighter glycaemic control (risk ratio (RR) 1.16, 95% confidence interval (CI) 0.80 to 1.69, 2 trials, 1491 women; low certainty evidence); however, the 95% CI is compatible with a wide range of effects that encompass both benefit and harm. Tighter glycaemic control likely results in little to no difference in caesarean section rates (RR 0.98, 95% CI 0.82 to 1.17, 3 studies, 1662 women; moderate certainty evidence) or induction of labour rates (RR 0.96, 95% CI 0.78 to 1.18, 1 study, 1096 women; moderate certainty evidence) compared with less-tight control. No data were reported for the outcomes of subsequent development of type 2 diabetes, perineal trauma, return to pre-pregnancy weight, and postnatal depression. For the infant outcomes, it was difficult to determine if there was a difference in perinatal mortality (RR not estimable, 2 studies, 1499 infants; low certainty evidence), and there was likely no difference in being large-for-gestational-age (RR 0.96, 95% CI 0.72 to 1.29, 3 studies, 1556 infants; moderate certainty evidence). The evidence suggests a possible reduction in the composite of mortality or serious morbidity with tighter glycaemic control (RR 0.84, 95% CI 0.55 to 1.29, 3 trials, 1559 infants; low certainty evidence); however, the 95% CI is compatible with a wide range of effects that encompass both benefit and harm. There is probably little difference between groups in infant hypoglycaemia (RR 0.92, 95% CI 0.72 to 1.18, 3 studies, 1556 infants; moderate certainty evidence). Tighter glycaemic control may not reduce adiposity in infants of women with GDM compared with less-tight control (mean difference -0.62%, 95% CI -3.23 to 1.99, 1 study, 60 infants; low certainty evidence), but the wide CI suggests significant uncertainty. We found no data for the long-term outcomes of diabetes or neurosensory disability. Women assigned to tighter glycaemic control experienced an increase in the use of pharmacological therapy compared with women assigned to less-tight glycaemic control (RR 1.37, 95% CI 1.17 to 1.59, 4 trials, 1718 women). Tighter glycaemic control reducedadherence with treatment compared with less-tight glycaemic control (RR 0.41, 95% CI 0.32 to 0.51, 1 trial, 395 women). Overall the certainty of evidence assessed using GRADE ranged from low to moderate, downgraded primarily due to risk of bias and imprecision. AUTHORS' CONCLUSIONS: This review is based on four trials (1731 women) with an overall unclear risk of bias. The trials provided data on most primary outcomes and suggest that tighter glycaemic control may increase the risk of hypertensive disorders of pregnancy. The risk of birth of a large-for-gestational-age infant and perinatal mortality may be similar between groups, and tighter glycaemic targets may result in a possible reduction in composite of death or severe infant morbidity. However, the CIs for these outcomes are wide, suggesting both benefit and harm. There remains limited evidence regarding the benefit of different glycaemic targets for women with GDM to minimise adverse effects on maternal and infant health. Glycaemic target recommendations from international professional organisations vary widely and are currently reliant on consensus given the lack of high-certainty evidence. Further high-quality trials are needed, and these should assess both short- and long-term health outcomes for women and their babies; include women's experiences; and assess health services costs in order to confirm the current findings. Two trials are ongoing.",Europe PMC; PubMed; Scopus,PMC10563388,,85173812370,3,0.8,107
38565779,"Associations between Rat Infestations and Mental Health Vary by Gender, Race, and Income in Chicago.",Murray Maureen H; Byers Kaylee A; Buckley Jacqueline Y; Magle Seth B; German Danielle,Journal of urban health : bulletin of the New York Academy of Medicine,2024,10.1007/s11524-024-00840-4,"Rats are an understudied stressor for people in urban environments around the world but the effects may not be distributed equally among residents. In this study, we examined associations between residential rat sightings and mental health in Chicago, where rat complaints are the highest of any American city. We examined how this relationship varied by frequency of rat sightings, race, ethnicity, income, home ownership, and gender and explored potential psychosocial pathways (e.g., feelings about the home) between rat sightings and mental distress. We conducted a randomized household survey along an income gradient in 2021 and asked about depressive symptoms in the past week (i.e., Center for Epidemiologic Studies Depression scale), frequency of rat sightings in/around the home, perceptions of rats, neighborhood conditions, and socio-demographic characteristics. We used logistic regression to assess relationships among these variables for our entire sample and for specific demographics using stratified models. Respondents (n = 589; 409 complete cases) who saw rats in/around the home daily/almost daily had 5.5 times higher odds of reporting high depressive symptoms relative to respondents who saw rats less frequently after accounting for socio-demographics and neighborhood conditions. This relationship was significant for men and respondents with lower incomes or race or ethnicity other than white. Our results show that rat infestations should be considered a threat to mental health among urban residents. Increased mental health support for residents living in rat-infested housing may improve public health in cities.",Europe PMC; PubMed; Scopus,PMC11052945,,85189364891,3,1.0,108
,Sustaining the benefits of intravenous ketamine with behavioural activation therapy for depression: A case series,Phillips J.L.; Blier P.; Talbot J.,Journal of Affective Disorders Reports,2023,10.1016/j.jadr.2023.100613,"Background: Despite advances in treatments for depression, approximately one third of patients do not benefit from available therapies. Intravenous ketamine is a novel intervention that can yield rapid yet transient antidepressant effects. Behavioural activation (BA) therapy for depression has been shown to be effective in preventing relapse of major depressive episodes. In this pilot study, we examined whether antidepressant response achieved through repeated ketamine infusions could be maintained with BA. Methods: In this case series, patients with treatment-resistant depression who met antidepressant response criteria in a clinical trial of repeated ketamine infusions subsequently completed 12–17 sessions of BA. Depressive symptoms were measured at each session with the Beck Depression Inventory-II (BDI-II). Secondary outcomes included changes in work and social adjustment, suicidal ideation, and anxiety. Results: Ten of the 13 participants who initiated BA completed the full course of psychotherapy. These participants showed significant improvement in self-reported depressive symptoms (p = 0.007) and work and social adjustment scores (p<0.001) with BA. The 6 participants who started BA therapy prior to relapse of depressive symptoms following cessation of ketamine sustained the clinical gains achieved with ketamine. Limitations: The small sample size and lack of control group limit the conclusions. Conclusions: The transient period of increased mood after repeated ketamine treatment offers a window of opportunity to intervene with psychotherapy such as BA. A better understanding of how to best integrate psychological treatments with pharmacological treatment, particularly the novel use of rapid-acting medications such as ketamine is an unmet clinical need and promising research area.",Scopus,,,85162901309,3,0.8,109
39098451,Effects of repeated cryostimulation exposures on sleep and wellness in healthy young adults.,Arc-Chagnaud C.; Dupuy O.; Garcia M.; Bosquet L.; Bouzigon R.; Pla R.; Coralie A.C.; Laurent B.; Quentin B.; Nathalie D.; Benoit D.; Olivier D.; Carina E.; Aurélien P.; Maxence et Theurot Dimitri T.; Marien C.; Arnaud D.; Tony et Samson Mathias M.; Fabien S.; Antonio M.A.; Mathieu N.; Florane P.; Mathilde et Ruffault Alexis P.; Robin P.; Romain B.; Dugué B.,Cryobiology,2024,10.1016/j.cryobiol.2024.104948,"The aim of this study was to evaluate the effects of daily whole-body cryostimulation (WBC) sessions during 5 consecutive days on wellness and sleep parameters in healthy young men and women. Twenty healthy subjects (9 women; 11 men) aged 23.1 ± 2.6 years old participated in this randomized protocol, with 5 consecutive days with (CRYO) or without WBC (CONT) exposure. Sleep was analyzed over the 5 nights in each condition. Sleep quality and quantity were assessed via actimetry, cerebral activity and questionnaires. Nocturnal heart rate variability (HRV) was also recorded and questionnaires were given to assess wellness and mood. Repeated WBC exposures had a beneficial impact on mood and anxiety. It also improved subjective sleep quality (scored from 3.6 ± 0.5 pre to 3.9 ± 0.3), especially in women. Also, repeated WBC sessions modulated sleep architecture by increasing slow wave sleep duration (+7.3 ± 16.8 min) during the nights without impacting other sleep parameters, nor nocturnal HRV. In conclusion, repeated WBC seems to be an effective strategy to improve slow wave sleep duration in healthy young subjects. The reported psychological improvements may better benefit women than men.",Europe PMC; PubMed; Scopus,39098451,,85202560284,3,1.0,110
,Terror Management Theory and Urban Water Decisions: Does Mortality Salience Influence Outdoor Residential Water Consumption?,Ross H.C.; Wolfe S.E.,International Journal of Sustainability in Economic Social and Cultural Context,2021,10.18848/2325-1115/cgp/v17i02/29-53,"Terror Management Theory (TMT) researchers have demonstrated that existential threats consistently trigger individuals’ defensive responses. Two core responses are worldview protection and self-esteem bolstering through “hero projects.” We used TMT to investigate whether water consumption intentions could be defensive responses to existential anxiety. To test our hypotheses, we selected a single, common watering practice in urban Canadian neighborhoods: residential lawn watering. Residential lawns have high hero project potential because they are easily evaluated, publicly visible and typically socially accepted and valued. We also accounted for other potential moderating or predictor variables—lawn preference, environmental identity, and self-esteem—to assess whether they influenced mortality awareness effects on lawn watering behavior. Using either a randomly assigned mortality-salience or a control induction survey on a non-representative sample, we measured mortality salience effects on participants’ self-reported lawn watering intentions. Our findings revealed new predictive variables and provide municipal practitioners and policy makers with a deeper understanding of the cognitive and social psychological processes underpinning residential consumers’ water decisions. Understanding the role of existential anxiety in water use decisions will help municipal water practitioners design novel and implement effective approaches to decrease water demand.",Scopus,,,85141983224,2,0.3,111
36267013,Cognitive improvement effects of Tian Wang Bu Xin Dan (Cheonwangbosimdan) in patients with mild cognitive impairment: protocol for a randomized placebo-controlled pilot clinical trial.,Kim J.H.; Cho M.R.; Yoo J.; Park G.C.; Lee J.S.,Annals of Palliative Medicine,2022,10.21037/apm-22-701,"Background: It is important to develop effective treatments to prevent the progress of mild cognitive impairment to Alzheimer’s disease. Cheonwangbosimdan has been widely prescribed for palpitation, anxiety, insomnia, and memory decline. We aimed to obtain clinical trial data concerning the safety and efficacy of Cheonwangbosimdan for mild cognitive impairment. Methods: This clinical trial would be a single-center, double-blinded, parallel-arm, prospective, randomized controlled trial. Forty-eight participants with mild cognitive impairment would be randomly allocated evenly to the placebo or Cheonwangbosimdan groups. Participants will be educated on self-management and exercise at baseline and will receive the trial medication (Cheonwangbosimdan group, Cheonwangbosimdan; placebo group, placebo) once daily for 24 weeks. Primary outcome would include the changes in the Montreal Cognitive Assessment scale scores at the end of the intervention. Secondary outcomes would include the changes in the Montreal Cognitive Assessment scale scores at 12 weeks following the first intervention and changes in the scores of the Alzheimer’s Disease Assessment Scale-cognitive subscale-3, the European Quality of Life Five Dimension Five Level scale, Korean Instrumental Activities of Daily Living, Korean Activities of Daily Living, and Geriatric Depression Scale at 12 and 24 weeks following the first intervention. Discussion: The results of our trial would provide clinical trial data concerning the usefulness, safety, and efficacy of Cheonwangbosimdan in the management of mild cognitive impairment. Trial Registration: Clinical Research Information Service (Date: November 26, 2021; Registration No. KCT0006787; https://cris.nih.go.kr/cris/search/detailSearch.do?search_lang=E&search_page=M&pageSize= 10&page=undefined&seq=20869&status=5&seq_group=20869).",Europe PMC; Scopus,36267013,,85140642385,2,0.4,112
