rank,pmid,doi,title,authors,journal,year,abstract,batch,reviewer1_decision,reviewer1_category,reviewer1_notes,reviewer2_decision,reviewer2_category,reviewer2_notes,final_decision
1817,36151869,10.1002/ana.26511,Amyloid-Related Imaging Abnormalities in the DIAN-TU-001 Trial of Gantenerumab and Solanezumab: Lessons from a Trial in Dominantly Inherited Alzheimer Disease.,Joseph-Mathurin N.; Llibre-Guerra J.J.; Li Y.; McCullough A.A.; Hofmann C.; Wojtowicz J.; Park E.; Wang G.; Preboske G.M.; Wang Q.; Gordon B.A.; Chen C.D.; Flores S.; Aggarwal N.T.; Berman S.B.; Bird T.D.; Black S.E.; Borowski B.; Brooks W.S.; Chhatwal J.P.; Clarnette R.; Cruchaga C.; Fagan A.M.; Farlow M.; Fox N.C.; Gauthier S.; Hassenstab J.; Hobbs D.A.; Holdridge K.C.; Honig L.S.; Hornbeck R.C.; Hsiung G.Y.R.; Jack C.R.; Jimenez-Velazquez I.Z.; Jucker M.; Klein G.; Levin J.; Mancini M.; Masellis M.; McKay N.S.; Mummery C.J.; Ringman J.M.; Shimada H.; Snider B.J.; Suzuki K.; Wallon D.; Xiong C.; Yaari R.; McDade E.; Perrin R.J.; Bateman R.J.; Salloway S.P.; Benzinger T.L.S.; Clifford D.B.,Annals of Neurology,2022,"Objective: To determine the characteristics of participants with amyloid-related imaging abnormalities (ARIA) in a trial of gantenerumab or solanezumab in dominantly inherited Alzheimer disease (DIAD). Methods: 142 DIAD mutation carriers received either gantenerumab SC (n = 52), solanezumab IV (n = 50), or placebo (n = 40). Participants underwent assessments with the Clinical Dementia Rating® (CDR®), neuropsychological testing, CSF biomarkers, β-amyloid positron emission tomography (PET), and magnetic resonance imaging (MRI) to monitor ARIA. Cross-sectional and longitudinal analyses evaluated potential ARIA-related risk factors. Results: Eleven participants developed ARIA-E, including 3 with mild symptoms. No ARIA-E was reported under solanezumab while gantenerumab was associated with ARIA-E compared to placebo (odds ratio [OR] = 9.1, confidence interval [CI][1.2, 412.3]; p = 0.021). Under gantenerumab, APOE-ɛ4 carriers were more likely to develop ARIA-E (OR = 5.0, CI[1.0, 30.4]; p = 0.055), as were individuals with microhemorrhage at baseline (OR = 13.7, CI[1.2, 163.2]; p = 0.039). No ARIA-E was observed at the initial 225 mg/month gantenerumab dose, and most cases were observed at doses >675 mg. At first ARIA-E occurrence, all ARIA-E participants were amyloid-PET+, 60% were CDR >0, 60% were past their estimated year to symptom onset, and 60% had also incident ARIA-H. Most ARIA-E radiologically resolved after dose adjustment and developing ARIA-E did not significantly increase odds of trial discontinuation. ARIA-E was more frequently observed in the occipital lobe (90%). ARIA-E severity was associated with age at time of ARIA-E. Interpretation: In DIAD, solanezumab was not associated with ARIA. Gantenerumab dose over 225 mg increased ARIA-E risk, with additional risk for individuals APOE-ɛ4(+) or with microhemorrhage. ARIA-E was reversible on MRI in most cases, generally asymptomatic, without additional risk for trial discontinuation. ANN NEUROL 2022;92:729–744.",13,MAP,Dementia pharmacotherapy RCT,Ext1 voted UNCERTAIN (conf=0.50),OUT_OF_SCOPE,Alzheimer disease safety sub-analysis,ARIA from DIAD trial; not psychiatric MH,UNCERTAIN
1850,37795512,10.3389/fpsyt.2023.1268832,The Montreal model: an integrative biomedical-psychedelic approach to ketamine for severe treatment-resistant depression.,Nicolas Garel; Jessica Drury; Julien Thibault Lévesque; Nathalie Goyette; Alexandre Lehmann; Karl Looper; David Erritzøe; Shannon Dames; Gustavo Turecki; Soham Rej; Stéphane Richard‐Devantoy; Kyle T. Greenway,Frontiers in psychiatry,2023,"BACKGROUND: Subanesthetic ketamine has accumulated meta-analytic evidence for rapid antidepressant effects in treatment-resistant depression (TRD), resulting in both excitement and debate. Many unanswered questions surround ketamine's mechanisms of action and its integration into real-world psychiatric care, resulting in diverse utilizations that variously resemble electroconvulsive therapy, conventional antidepressants, or serotonergic psychedelics. There is thus an unmet need for clinical approaches to ketamine that are tailored to its unique therapeutic properties. METHODS: This article presents the Montreal model, a comprehensive biopsychosocial approach to ketamine for severe TRD refined over 6 years in public healthcare settings. To contextualize its development, we review the evidence for ketamine as a biomedical and as a psychedelic treatment of depression, emphasizing each perspectives' strengths, weaknesses, and distinct methods of utilization. We then describe the key clinical experiences and research findings that shaped the model's various components, which are presented in detail. RESULTS: The Montreal model, as implemented in a recent randomized clinical trial, aims to synergistically pair ketamine infusions with conventional and psychedelic biopsychosocial care. Ketamine is broadly conceptualized as a brief intervention that can produce windows of opportunity for enhanced psychiatric care, as well as powerful occasions for psychological growth. The model combines structured psychiatric care and concomitant psychotherapy with six ketamine infusions, administered with psychedelic-inspired nonpharmacological adjuncts including rolling preparative and integrative psychological support. DISCUSSION: Our integrative model aims to bridge the biomedical-psychedelic divide to offer a feasible, flexible, and standardized approach to ketamine for TRD. Our learnings from developing and implementing this psychedelic-inspired model for severe, real-world patients in two academic hospitals may offer valuable insights for the ongoing roll-out of a range of psychedelic therapies. Further research is needed to assess the Montreal model's effectiveness and hypothesized psychological mechanisms.",13,MAP,Depression,Ext1 voted UNCERTAIN (conf=0.55),OUT_OF_SCOPE,clinical model description,"Montreal ketamine approach description, not RCT results",UNCERTAIN
1856,33092404,10.1177/0004867420965697,Minocycline as adjunctive treatment for major depressive disorder: Pooled data from two randomized controlled trials.,Zazula R.; Husain M.I.; Mohebbi M.; Walker A.J.; Chaudhry I.B.; Khoso A.B.; Ashton M.M.; Agustini B.; Husain N.; Deakin J.F.W.; Young A.H.; Berk M.; Kanchanatawan B.; Ng C.H.; Maes M.; Berk L.; Singh A.B.; Malhi G.S.; Dean O.M.,Australian and New Zealand Journal of Psychiatry,2021,"Background: Randomized controlled clinical trials that have investigated minocycline as an adjunctive treatment for major depressive disorder have proved promising. Data from two studies were pooled to evaluate more definitively whether the addition of minocycline to standard treatment for major depressive disorder leads to an improvement of depressive symptoms when compared with placebo. Methods: Both studies were multi-site, double-blinded, placebo-controlled trials of minocycline 200 mg/day added to treatment as usual during a 12-week period. The primary outcome measure was change in depressive symptoms (Montgomery–Asberg Depression Rating Scale in Dean et al. and Hamilton Depression Rating Scale in Husain et al.). Secondary outcomes were change in depression severity (Montgomery–Asberg Depression Rating Scale for Dean et al. and 9-item Patient Health Questionnaire in Husain et al.), anxiety severity (Hamilton Anxiety Rating Scale in Dean et al. and Generalized Anxiety Disorder 7-item scale in Husain et al.) and functional status, which were also evaluated as potential mediators on the primary outcome. Results: A total of 112 participants were included in the pooled data (Dean et al., n = 71; Husain et al., n = 41). A significant change from baseline to week 12 was noted in depressive symptoms – differential change (Placebo vs Minocycline): 9.0, 95% confidence interval = [4.2, 13.9], Cohen’s D (95% confidence interval): 0.71 [0.29, 1.14], p < 0.001 – anxiety severity – differential change (Placebo vs Minocycline): 0.38, confidence interval = [0.00, 0.75], Cohen’s D (95% confidence interval): 0.41 [0.00, 0.82], p = 0.050) and functional status – differential change (Placebo vs Minocycline): 1.0, 95% confidence interval = [0.4, 1.5], Cohen’s D (95% confidence interval): 0.76 [0.34, 1.19], p = 0.001). Duration of illness, current use of benzodiazepine and pain medication were identified as moderators, whereas functional status as a mediator/predictor. Conclusion: The improvement of depressive symptoms, anxiety severity and functional status is promising and suggests that minocycline has potential as an adjunctive treatment for major depressive disorder. However, further studies are warranted to confirm therapeutic effects of minocycline in major depressive disorder. Trial registrations: NCT02263872, registered October 2014, and ACTRN12612000283875, registered March 2012.",13,MAP,Depression,Ext1 voted OUT_OF_SCOPE (conf=0.75),UNCERTAIN,pooled data from 2 RCTs; one may be Canadian,Minocycline for MDD; multi-site pooled,UNCERTAIN
1858,34971723,10.1016/j.pnpbp.2021.110507,Electrophysiological correlates and predictors of the antidepressant response to repeated ketamine infusions in treatment-resistant depression.,de la Salle S.; Phillips J.L.; Blier P.; Knott V.,Progress in Neuro Psychopharmacology and Biological Psychiatry,2022,"Background: Sub-anesthetic ketamine doses rapidly reduce depressive symptoms, although additional investigations of the underlying neural mechanisms and the prediction of response outcomes are needed. Electroencephalographic (EEG)-derived measures have shown promise in predicting antidepressant response to a variety of treatments, and are sensitive to ketamine administration. This study examined their utility in characterizing changes in depressive symptoms following single and repeated ketamine infusions. Methods: Recordings were obtained from patients with treatment-resistant major depressive disorder (MDD) (N = 24) enrolled in a multi-phase clinical ketamine trial. During the randomized, double-blind, crossover phase (Phase 1), patients received intravenous ketamine (0.5 mg/kg) and midazolam (30 μg/kg), at least 1 week apart. For each medication, three resting, eyes-closed recordings were obtained per session (pre-infusion, immediately post-infusion, 2 h post-infusion), and changes in power (delta, theta1/2/total, alpha1/2/total, beta, gamma), alpha asymmetry, theta cordance, and theta source-localized anterior cingulate cortex activity were quantified. The relationships between ketamine-induced changes with early (Phase 1) and sustained (Phases 2,3: open-label repeated infusions) decreases in depressive symptoms (Montgomery-Åsberg Depression Rating Score, MADRS) and suicidal ideation (MADRS item 10) were examined. Results: Both medications decreased alpha and theta immediately post-infusion, however, only midazolam increased delta (post-infusion), and only ketamine increased gamma (immediately post- and 2 h post-infusion). Regional- and frequency-specific ketamine-induced EEG changes were related to and predictive of decreases in depressive symptoms (theta, gamma) and suicidal ideation (alpha). Early and sustained treatment responders differed at baseline in surface-level and source-localized theta. Conclusions: Ketamine exerts frequency-specific changes on EEG-derived measures, which are related to depressive symptom decreases in treatment-resistant MDD and provide information regarding early and sustained individual response to ketamine. Clinical Trial Registration: ClinicalTrials.gov: Action of Ketamine in Treatment-Resistant Depression, NCT01945047",13,MAP,Depression,Unanimous,OUT_OF_SCOPE,secondary EEG analysis,EEG predictors from ketamine trial,UNCERTAIN
1867,36529623,10.1016/j.jagp.2022.11.013,"Intravenous Ketamine for Late-Life Treatment-Resistant Depression: A Pilot Study of Tolerability, Safety, Clinical Benefits, and Effect on Cognition.",Hanadi Ajam Oughli; Marie Anne Gebara; Adam Ciarleglio; Helen Lavretsky; Patrick J. Brown; Alastair J. Flint; Nuri B. Farber; Jordan F. Karp; Benoit H. Mulsant; Charles F. Reynolds; Steven P. Roose; Lei Yang; Meryl A. Butters; Eric J. Lenze,American Journal of Geriatric Psychiatry,2023,"Objective: Evidence-based treatment options for late-life treatment-resistant depression (TRD) are limited. Ketamine is a promising treatment for TRD; however, there is a paucity of data on its safety and efficacy in older adults. Methods: In this pilot clinical trial, 25 adults aged ≥60 years with TRD received IV ketamine openly twice a week for 4 weeks; partial responders at the end of this acute phase were eligible to receive weekly infusions for 4 more weeks in a continuation phase. Acceptability, tolerability, and safety, including adverse and serious adverse events (AEs and SAEs), blood pressure changes, dissociation, craving, in addition to rates of depression response and remission were evaluated. The NIH Toolbox Cognitive Battery was used to assess specific measures of executive function (EF) and overall fluid cognition. Results: Completion rates were 88% for the acute phase and 100% for the continuation phase. No AEs resulted in participant discontinuation, and there were no SAEs. Treatment-emergent elevation of blood pressure, dissociation, and craving were transient and did not result in any participant discontinuation. Depressive symptoms improved significantly and 48% of participants responded. During the acute phase, the EF measures and the fluid cognition composite score improved (Cohen's d = 0.61), and these improvements were sustained in the continuation phase. Conclusion: This pilot study suggests that repeated IV ketamine infusions are well-tolerated and are associated with improvement in depression and EF in older adults with TRD. These promising findings need to be confirmed and extended in a larger randomized controlled trial.",13,MAP,Depression,Ext1 voted UNCERTAIN (conf=0.50),UNCERTAIN,open-label pilot; unclear if randomized,IV ketamine for late-life TRD; need to verify RCT design and Canadian,UNCERTAIN
1868,31721892,10.1590/1516-4446-2019-0620,"Association of BDNF, HTR2A, TPH1, SLC6A4, and COMT polymorphisms with tDCS and escitalopram efficacy: ancillary analysis of a double-blind, placebo-controlled trial.",Brunoni A.R.; Carracedo A.; Amigo O.M.; Pellicer A.L.; Talib L.; Carvalho A.F.; Lotufo P.A.; Benseñor I.M.; Gattaz W.; Cappi C.,Brazilian Journal of Psychiatry,2020,"Objective: We investigated whether single nucleotide polymorphisms (SNPs) associated with neuroplasticity and activity of monoamine neurotransmitters, such as the brain-derived neurotrophic factor (BDNF, rs6265), the serotonin transporter (SLC6A4, rs25531), the tryptophan hydroxylase 1 (TPH1, rs1800532), the 5-hydroxytryptamine receptor 2A (HTR2A, rs6311, rs6313, rs7997012), and the catechol-O-methyltransferase (COMT, rs4680) genes, are associated with efficacy of transcranial direct current stimulation (tDCS) in major depression. Methods: Data from the Escitalopram vs. Electrical Current Therapy for Treating Depression Clinical Study (ELECT-TDCS) were used. Participants were antidepressant-free at baseline and presented with an acute, moderate-to-severe unipolar depressive episode. They were randomized to receive escitalopram/tDCS-sham (n=75), tDCS/placebo-pill (n=75), or placebo-pill/sham-tDCS (n=45). General linear models assessed the interaction between treatment group and allele-wise carriers. Additional analyses were performed for each group and each genotype separately. Results: Pairwise group comparisons (tDCS vs. placebo, tDCS vs. escitalopram, and escitalopram vs. placebo) did not identify alleles associated with depression improvement. In addition, exploratory analyses also did not identify any SNP unequivocally associated with improvement of depression in any treatment group. Conclusion: Larger, combined datasets are necessary to identify candidate genes for tDCS response.",13,MAP,Depression,Ext1 voted OUT_OF_SCOPE (conf=0.90),OUT_OF_SCOPE,ancillary analysis,Explicitly ancillary pharmacogenomic analysis,UNCERTAIN
1874,27821210,10.1017/s1092852916000377,"Asenapine for the treatment of adults with an acute exacerbation of schizophrenia: results from a randomized, double-blind, fixed-dose, placebo-controlled trial with olanzapine as an active control.",Landbloom R.; MacKle M.; Wu X.; Kelly L.; Snow-Adami L.; McIntyre R.S.; Mathews M.; Hundt C.,CNS Spectrums,2017,"ObjectiveEvaluate the efficacy and safety of asenapine 2.5 mg twice daily (bid; n=97) or 5 mg bid (n=113) versus placebo (n=101) in adults with acute exacerbation of schizophrenia.MethodsAdults with Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, Text Revision (DSM-IV-TR) schizophrenia diagnosis were randomized to asenapine 2.5 mg bid, 5 mg bid, placebo, or olanzapine 15 mg once daily. The primary objective was to test superiority of asenapine versus placebo as measured by the change from baseline to day 42 in the Positive and Negative Syndrome Scale (PANSS) total score. The key safety objective was to evaluate weight change in asenapine versus olanzapine at day 42.ResultsThe primary efficacy endpoint was met; the difference in least squares mean change from baseline to day 42 in PANSS total score between asenapine 5 mg bid and placebo was -5.5 points (unadjusted 95% CI: -10.1, -1.0; multiplicity adjusted P=0.0356). Neither asenapine 2.5 mg bid nor olanzapine 15mg were superior to placebo. Both asenapine groups demonstrated significantly less weight gain than olanzapine at day 42. Significantly higher incidences of oral hypoesthesia and dysgeusia (combined) for asenapine 2.5 mg bid (5.2% vs 0.0%; P=0.0217) and 5 mg bid (7.1% vs 0.0%; P=0.0033) were observed versus placebo. There were no significant differences between asenapine and placebo for insomnia, extrapyramidal symptoms, akathisia, dizziness, or combination of somnolence/sedation/hypersomnia.ConclusionThis study supports previous efficacy and safety findings of asenapine; asenapine 5 mg bid is the lowest effective dose in adults with schizophrenia. Asenapine was associated with significantly less weight gain than olanzapine at day 42.",13,MAP,Schizophrenia,Ext1 voted UNCERTAIN (conf=0.40),UNCERTAIN,international multisite RCT asenapine for schizophrenia; Canadian site unclear,Need full text to confirm Canadian site,UNCERTAIN
1877,28647012,10.1016/j.jaac.2017.04.005,Striatal Activation Predicts Differential Therapeutic Responses to Methylphenidate and Atomoxetine.,Schulz K.P.; Bédard A.C.V.; Fan J.; Hildebrandt T.B.; Stein M.A.; Ivanov I.; Halperin J.M.; Newcorn J.H.,Journal of the American Academy of Child and Adolescent Psychiatry,2017,"Objective Methylphenidate has prominent effects in the dopamine-rich striatum that are absent for the selective norepinephrine transporter inhibitor atomoxetine. This study tested whether baseline striatal activation would predict differential response to the two medications in youth with attention-deficit/hyperactivity disorder (ADHD). Method A total of 36 youth with ADHD performed a Go/No-Go test during functional magnetic resonance imaging at baseline and were treated with methylphenidate and atomoxetine using a randomized cross-over design. Whole-brain task-related activation was regressed on clinical response. Results Task-related activation in right caudate nucleus was predicted by an interaction of clinical responses to methylphenidate and atomoxetine (F1,30 = 17.00; p 1,30 = 14.99; p <.001). Conclusion Enhanced caudate activation for response inhibition may be a candidate biomarker of superior response to methylphenidate over atomoxetine in youth with ADHD, purportedly reflecting the dopaminergic effects of methylphenidate but not atomoxetine in the striatum, whereas motor cortex activation may predict response to atomoxetine. These data do not yet translate directly to the clinical setting, but the approach is potentially important for informing future research and illustrates that it may be possible to predict differential treatment response using a biomarker-driven approach. Clinical trial registration information: Stimulant Versus Nonstimulant Medication for Attention Deficit Hyperactivity Disorder in Children; https://clinicaltrials.gov/; NCT00183391.",13,MAP,ADHD,Unanimous,OUT_OF_SCOPE,secondary neuroimaging analysis,Neuroimaging predictor from medication trial,UNCERTAIN
1890,27515452,10.1007/s12402-016-0204-7,The role of sleep quality and quantity in moderating the effectiveness of medication in the treatment of children with ADHD.,Morash-Conway J.; Gendron M.; Corkum P.,Adhd Attention Deficit and Hyperactivity Disorders,2017,"The current study examined: (1) whether long-acting stimulant medication is effective in improving performance on measures of memory, attention, and academic productivity; and (2) whether sleep impacts the relationship between medication and performance. Participants were 21 newly diagnosed, medication-naïve children (mean age = 9.1 years) with ADHD, who participated in a 4-week blinded placebo-controlled randomized trial of long-acting MPH. Participants underwent assessments of sleep (i.e., polysomnography) and of cognitive performance. Long-acting stimulant medication was found to be an effective treatment for enhancing alerting attention, executive attention, working memory, and academic productivity, but resulted in poorer sleep. Moreover, sleep duration was found to impact the treatment response to medication, in that longer sleep duration at baseline was related to improved executive attention. These results underscore the importance of evaluating and monitoring sleep when prescribing stimulant medication as a treatment for ADHD in children.",13,MAP,ADHD,Unanimous,OUT_OF_SCOPE,non-Canadian,Stimulant medication for ADHD; no Canadian indicator in abstract,UNCERTAIN
1922,36516343,10.1111/bdi.13284,Real-world effectiveness of repeated ketamine infusions for treatment-resistant bipolar depression,Fancy F.; Rodrigues N.B.; Di Vincenzo J.D.; Chau E.H.; Sethi R.; Husain M.I.; Gill H.; Tabassum A.; Mckenzie A.; Phan L.; McIntyre R.S.; Rosenblat J.D.,Bipolar Disorders,2023,"Background: Clinical trials have demonstrated rapid antidepressant effects with intravenous (IV) ketamine for major depressive disorder, with relatively less research specifically for bipolar depression. Herein, we describe the real-world effectiveness of repeated ketamine infusions for treatment-resistant bipolar depression. Methods: This study was conducted in a community clinic in Mississauga, Ontario (Canadian Rapid Treatment Centre of Excellence; Braxia Health). In this observational study (NCT04209296), patients with treatment-resistant bipolar I/II depression (n = 66) received four sub-anesthetic doses of IV ketamine (0.5–0.75 mg/kg) over a two-week period. Symptoms of depression, suicidality, anxiety, and functioning were assessed with validated self-report measures. Results: Statistically and clinically significant antidepressant effects were observed in the overall sample, as measured by the Quick Inventory for Depression Symptomatology-Self Report-16 (QIDS-SR16) with further reductions in depressive symptoms observed after each subsequent infusion (n = 66; mean QIDS-SR16 reduction of 6.08+/−1.39; p 16-Suicide Item) and anxiety (Generalized Anxiety Disorder-7) were also observed with functional improvements on the Sheehan Disability Scale (p 16 total score decrease ≥50% from baseline) was 35% and remission rate (QIDS-SR16 total score ≤5) was 20% after four infusions. Infusions were generally well tolerated with treatment-emergent hypomania observed in only three patients (4.5%) with zero cases of mania or psychosis. Conclusions: Real-world effectiveness of IV ketamine for bipolar depression was observed. Repeated doses were associated with greater symptom reduction and adequate tolerability.",13,MAP,Bipolar disorder,Ext1 voted OUT_OF_SCOPE (conf=0.80),OUT_OF_SCOPE,observational study,Ketamine for bipolar depression; Canadian but explicitly observational,UNCERTAIN
1932,26496015,10.1016/j.jad.2015.06.059,"Asenapine: Efficacy and safety of 5 and 10mg bid in a 3-week, randomized, double-blind, placebo-controlled trial in adults with a manic or mixed episode associated with bipolar I disorder.",Landbloom R.L.; Mackle M.; Wu X.; Kelly L.; Snow-Adami L.; McIntyre R.S.; Mathews M.; Hundt C.,Journal of Affective Disorders,2016,"Background Asenapine is an atypical antipsychotic for acute treatment of manic or mixed episodes associated with bipolar I disorder in adults. The recommended asenapine starting dose is 10 mg bid with the option to reduce the dose to 5 mg bid if needed due to adverse effects/tolerability. Methods Phase IIIb, international, double-blind, fixed-dose, parallel-group, 3-week placebo-controlled trial of asenapine 5 and 10 mg bid in adults with an acute bipolar I disorder manic or mixed episode. Primary outcome was difference in asenapine versus placebo in mean change from baseline to day 21 in the Young-Mania Rating Scale (YMRS) total score. Others included difference in asenapine versus placebo in the Clinical Global Impression Scale for Bipolar Severity (CGI-BP-S) and rate of YMRS responders. Results Both asenapine doses were statistically superior to placebo in mean change from baseline to day 21 in YMRS total score (-10.9, -14.4, and -14.9 for placebo, asenapine 5 mg bid, 10 mg bid, respectively). Both asenapine doses had statistically superior improvement in mean change in CGI-BP-S score at day 21. Neither asenapine dose had significantly more YMRS responders at day 21 than placebo. Limitations Results may not be generalizable to the entire population with bipolar I disorder owing to strict inclusion criteria. Conclusions This study evaluated, by a fixed-dose design, the efficacy and safety of asenapine versus placebo in patients with bipolar I disorder. Both asenapine 5 and 10 mg bid were efficacious in treating mania associated with bipolar I disorder and were generally well tolerated.",13,MAP,Pharmacotherapy RCT for bipolar mania,Ext1 voted UNCERTAIN (conf=0.40),UNCERTAIN,international RCT asenapine for bipolar mania; Canadian site unclear,Pharma RCT for MH but Canadian involvement needs full-text,UNCERTAIN
1971,27280963,10.1016/j.jad.2016.05.074,The effects of desvenlafaxine on neurocognitive and work functioning in employed outpatients with major depressive disorder.,Lam R.W.; Iverson G.L.; Evans V.C.; Yatham L.N.; Stewart K.; Tam E.M.; Axler A.; Woo C.,Journal of Affective Disorders,2016,"Background Major depressive disorder (MDD) is associated with staggering personal and economic costs, a major proportion of which stem from impaired psychosocial and occupational functioning. Few studies have examined the impact of depression-related cognitive dysfunction on work functioning. We examined the association between neurocognitive and work functioning in employed patients with MDD. Methods Employed adult outpatients (n=36) with MDD of at least moderate severity (≥23 on the Montgomery Asberg Depression Rating Scale, MADRS) and subjective cognitive complaints completed neurocognitive tests (CNS Vital Signs computerized battery) and validated self-reports of their work functioning (LEAPS, HPQ) before and after 8 weeks of open-label treatment with flexibly-dosed desvenlafaxine 50-100 mg/day. Relationships between neurocognitive tests and functional measures were examined using bivariate correlational and multiple regression analyses, as appropriate. An ANCOVA model examined whether significant change in neurocognitive performance, defined as improvement of ≥1 SD in the Neurocognition Index (NCI) from baseline to post-treatment, was associated with improved outcomes. Results Patients showed significant improvements in depressive symptom, neurocognitive, and work functioning measures following treatment with desvenlafaxine (e.g., MADRS response=77% and MADRS remission=49%). There were no significant correlations between changes in NCI or cognitive domain subscales and changes in MADRS, LEAPS, or HPQ scores. However, patients demonstrating significant improvement in NCI scores (n=11, 29%) had significantly greater improvement in clinical and work functioning outcomes compared to those without NCI improvement. Limitations The limitations of this study include small sample size, lack of a placebo control group, and lack of a healthy comparison group. Our sample also had more years of education and higher premorbid intelligence than the general population. Conclusions There were no significant correlations between changes in neurocognitive and work functioning measures in this study. However, meaningful improvement in neurocognitive functioning with desvenlafaxine was associated with greater improvement in both mood and occupational outcomes. This suggests that addressing cognitive dysfunction may improve clinical and occupational outcomes in employed patients with MDD. However, the relationship between neurocognitive and work functioning in MDD is complex and requires further study.",14,MAP,Pharmacological; MDD,majority MAP (2/3); dissent: UNCERTAIN,UNCERTAIN,desvenlafaxine for MDD; Canadian unclear from abstract,Desvenlafaxine neurocognitive/work functioning; need to verify Canadian site,UNCERTAIN
2003,35151410,10.1016/s2215-0366(21)00429-6,"Efficacy and safety of balovaptan for socialisation and communication difficulties in autistic adults in North America and Europe: a phase 3, randomised, placebo-controlled trial.",Jacob S.; Veenstra-VanderWeele J.; Murphy D.; McCracken J.; Smith J.; Sanders K.; Meyenberg C.; Wiese T.; Deol-Bhullar G.; Wandel C.; Ashford E.; Anagnostou E.,Lancet Psychiatry,2022,"Background: There are no approved pharmacological therapies to support treatment of the core communication and socialisation difficulties associated with autism spectrum disorder in adults. We aimed to assess the efficacy, safety, and pharmacokinetics of balovaptan, a vasopressin 1a receptor antagonist, versus placebo in autistic adults. Methods: V1aduct was a phase 3, randomised, placebo-controlled, double-blind trial, conducted at 46 sites across six countries (the USA, the UK, France, Italy, Spain, and Canada). Eligible participants were aged 18 years or older with an intelligence quotient (IQ) of 70 or higher, and met the criteria for moderate-to-severe autism spectrum disorder (DSM-5 and Autism Diagnostic Observation Schedule). Participants were randomly allocated (1:1), with an independent interactive voice or web-based response system, to receive balovaptan (10 mg) or placebo daily for 24 weeks. Randomisation was stratified by an individual's baseline Vineland-II two-domain composite (2DC) score (<60 or ≥60), sex, region (North America or rest of world), and age (<25 years or ≥25 years). Participants, study site personnel, and the sponsor were masked to treatment assignment. The primary endpoint was change from baseline in Vineland-II 2DC score (the mean composite score across the Vineland-II socialisation and communication domains) at week 24. The primary analysis was done with ANCOVA in the intention-to-treat population. The V1aduct study was terminated for futility after around 50% of participants completed the week 24 visit. This trial is registered with ClinicalTrials.gov (NCT03504917). Findings: Between Aug 8, 2018, and July 1, 2020, 540 people were screened for eligibility, of whom 322 were allocated to receive balovaptan (164 [51%]) or placebo (158 [49%]). One participant from the balovaptan group was not treated before trial termination and was excluded from the analysis. 60 participants in the balovaptan group and 55 in the placebo group discontinued treatment before week 24. The sample consisted of 64 (20%) women and 257 (80%) men, with 260 (81%) participants from North America and 61 (19%) from Europe. At baseline, mean age was 27·6 years (SD 9·7) and mean IQ score was 104·8 (18·1). Two (1%) participants were American Indian or Alaska Native, eight (2%) were Asian, 15 (5%) were Black or African American, 283 (88%) were White, four (1%) were of multiple races, and nine (3%) were of unknown race. Mean baseline Vineland-II 2DC scores were 67·2 (SD 15·3) in the balovaptan group and 66·2 (17·7) in the placebo group. The interim futility analysis showed no improvement for balovaptan versus placebo in terms of Vineland-II 2DC score at week 24 compared with baseline, with a least-squares mean change of 2·91 (SE 1·52) in the balovaptan group (n=79) and 4·75 (1·60) in the placebo group (n=71; estimated treatment difference −1·84 [95% CI −5·15 to 1·48]). In the final analysis, mean change from baseline in Vineland-II 2DC score at week 24 was 4·56 (SD 10·85) in the balovaptan group (n=111) and 6·83 (12·18) in the placebo group (n=99). Balovaptan was well tolerated, with similar proportions of participants with at least one adverse event in the balovaptan group (98 [60%] of 163) and placebo group (104 [66%] of 158). The most common adverse events were nasopharyngitis (14 [9%] in the balovaptan group and 19 [12%] in the placebo group), diarrhoea (11 [7%] and 14 [9%]), upper respiratory tract infection (ten [6%] and nine [6%]), insomnia (five [3%] and eight [5%]), oropharyngeal pain (five [3%] and eight [5%]), and dizziness (two [1%] and ten [6%]). Serious adverse events were reported for two (1%) participants in the balovaptan group (one each of suicidal ideation and schizoaffective disorder), and five (3%) participants in the placebo group (one each of suicidal ideation, panic disorder, limb abscess, urosepsis, colitis [in the same participant with urosepsis], and death by suicide). No treatment-related deaths occurred. Interpretation: Balovaptan did not improve social communication in autistic adults. This study provides insights into challenges facing autism spectrum disorder trials, including the considerable placebo response and the selection of appropriate outcome measures. Funding: F Hoffmann-La Roche.",14,MAP,Pharmacological; ASD,unanimous,OUT_OF_SCOPE,non-Canadian multisite,Balovaptan for ASD; N America and Europe; no Canadian site clear,UNCERTAIN
